@type,name,identifier,url,image,startDate,endDate,location/name,location/identifier,location/url,location/address/streetAddress,location/address/addressLocality,location/address/postalCode,location/address/addressCountry/identifier,location/address/addressCountry/name,location/address/x-timezone,location/geo/latitude,location/geo/longitude
Festival,Rockabillaque Florida,jambase:12729767,https://www.jambase.com/festival/rockabillaque-florida-2025,https://www.jambase.com/wp-content/uploads/2024/08/449240288_1047720533435761_6046198911480375584_n-1480x832.jpg,2025-01-18,2025-01-18,Seminole Casino Immokalee,jambase:192767,https://www.jambase.com/venue/seminole-casino-immokalee,506 S 1st St,Immokalee,34142,US,United States,America/New_York,26.4112,-81.4172
Festival,Juicy Fest Gold Coast,jambase:12592996,https://www.jambase.com/festival/juicy-fest-gold-coast-2025,https://www.jambase.com/wp-content/uploads/2024/07/juicy-fest-2025-featured-e1722348568760-1480x832.jpg,2025-01-19,2025-01-19,Doug Jennings Park,jambase:426758,https://www.jambase.com/venue/doug-jennings-park, Seaworld Drive,Main Beach,4217,AU,Australia,Australia/Brisbane,-27.939,153.425
Festival,ShipRocked,jambase:12418032,https://www.jambase.com/festival/shiprocked-2025,https://www.jambase.com/wp-content/uploads/2024/06/shiprocked-2025-featured-e1719248264765-1480x832.jpg,2025-01-19,2025-01-25,Port of Miami,jambase:326040,https://www.jambase.com/venue/port-of-miami,1015 N America Way,Miami,33132,US,United States,America/New_York,25.7849,-80.1896
Festival,Country Music Cruise,jambase:11735216,https://www.jambase.com/festival/country-music-cruise-2025,https://www.jambase.com/wp-content/uploads/2024/02/country-music-cruise-2025-featured-e1708716966461-1480x832.jpg,2025-01-19,2025-01-26,Port of Fort Lauderdale,jambase:8837228,https://www.jambase.com/venue/port-of-fort-lauderdale,1523 NE 26th Ave,Fort Lauderdale,33304,US,United States,America/New_York,26.1471,-80.1135
Festival,Gov’t Mule’s Island Exodus,jambase:12354301,https://www.jambase.com/festival/govt-mules-island-exodus-2025,https://www.jambase.com/wp-content/uploads/2024/06/island-exodus-2025-featured-1480x832.jpg,2025-01-19,2025-01-23,Jewel Paradise Cove Resort,jambase:72445,https://www.jambase.com/venue/jewel-paradise-cove-resort,Silver Spray,Runaway Bay,JMCAN20,JM,Jamaica,America/Jamaica,18.4563,-77.3267
Festival,Mile 0 Fest,jambase:12543200,https://www.jambase.com/festival/mile-0-fest-2025,https://www.jambase.com/wp-content/uploads/2023/07/mile-0-fest-2023-featured-e1689788490246-1480x832.jpg,2025-01-21,2025-01-25,Truman Waterfront,jambase:568121,https://www.jambase.com/venue/truman-waterfront, Southard Street,Key West,33040,US,United States,America/New_York,24.5521,-81.8067
Festival,Calabash South Africa Cape Town,jambase:12372814,https://www.jambase.com/festival/calabash-south-africa-cape-town-2025,https://www.jambase.com/wp-content/uploads/2024/06/432266579_122134792568062640_3450135070544532688_n-e1718398735510-1480x832.jpg,2025-01-22,2025-01-23,DHL Stadium,jambase:9022383,https://www.jambase.com/venue/dhl-stadium,"Fritz Sonnenberg Road, Green Point",Cape Town,8051,ZA,South Africa,Africa/Johannesburg,-33.9043,18.4097
Festival,AO Live,jambase:12930259,https://www.jambase.com/festival/ao-live-2025,https://www.jambase.com/wp-content/uploads/2024/10/ao-live-2025-featured-e1728393554607-1480x832.png,2025-01-23,2025-01-25,John Cain Arena,jambase:670638,https://www.jambase.com/venue/john-cain-arena,Olympic Blvd,Melbourne,3001,AU,Australia,Australia/Melbourne,-37.8228,144.9818
Festival,Groove Cruise Miami,jambase:11605115,https://www.jambase.com/festival/groove-cruise-miami-2025,https://www.jambase.com/wp-content/uploads/2024/02/groove-cruise-miami-2025-featured-e1706802047947-1480x832.jpg,2025-01-23,2025-01-27,Port of Miami,jambase:326040,https://www.jambase.com/venue/port-of-miami,1015 N America Way,Miami,33132,US,United States,America/New_York,25.7849,-80.1896
Festival,Dave Matthews & Tim Reynolds Riviera Maya,jambase:12539164,https://www.jambase.com/festival/dave-matthews-and-tim-reynolds-riviera-maya-2025,https://www.jambase.com/wp-content/uploads/2024/07/dave-tim-riviera-maya-2025-featured-1480x832.jpg,2025-01-23,2025-01-26,Moon Palace Golf & Spa Resort,jambase:422485,https://www.jambase.com/venue/moon-palace-golf-spa-resort,Cancún - Chetumal Km 340,Cancún,77500,MX,Mexico,America/Mexico_City,20.9887,-86.8267
Festival,Grand Lighthouse Bad Gastein,jambase:13369439,https://www.jambase.com/festival/grand-lighthouse-bad-gastein-2025,https://www.jambase.com/wp-content/uploads/2024/11/grand-lighthouse-bad-2024-featured-e1732557703218-1480x832.jpg,2025-01-23,2025-01-26,De l’Europe Gastein,jambase:11236302,https://www.jambase.com/venue/de-leurope-gastein,14 Kaiser Franz Josef-Straße,Bad Gastein,5640,AT,Austria,Europe/Vienna,47.1155,13.1344
Festival,Rock the Universe,jambase:13027136,https://www.jambase.com/festival/rock-the-universe-2025,https://www.jambase.com/wp-content/uploads/2023/09/rock-the-universe-2024-featured-e1695235439958-1480x832.jpg,2025-01-24,2025-01-25,Universal Studios Music Stage Plaza,jambase:5170809,https://www.jambase.com/venue/universal-studios-music-stage-plaza,"50 FL 32819, NE 57th Dr",Orlando,32819,US,United States,America/New_York,28.4762,-81.4692
Festival,Ann Arbor Folk Festival,jambase:12974840,https://www.jambase.com/festival/ann-arbor-folk-festival-2025,https://www.jambase.com/wp-content/uploads/2024/10/folk-fest-2025-featured-e1728994035514-1480x832.png,2025-01-24,2025-01-25,Hill Auditorium,jambase:63143,https://www.jambase.com/venue/hill-auditorium,825 North University Ave.,Ann Arbor,48109,US,United States,America/Detroit,42.2784,-83.7381
Festival,Auckland Folk Festival,jambase:13026247,https://www.jambase.com/festival/auckland-folk-festival-2025,https://www.jambase.com/wp-content/uploads/2020/08/auckland-folk-festival-2021-1480x832.jpg,2025-01-24,2025-01-27,Kumeu Showgrounds,jambase:6084456,https://www.jambase.com/venue/kumeu-showgrounds,35/41 Access Rd,Auckland,0810,NZ,New Zealand,Pacific/Auckland,-36.7793,174.5546
Festival,Foggy Longbritches Folk Festival,jambase:12774297,https://www.jambase.com/festival/foggy-longbritches-folk-festival-2025,https://www.jambase.com/wp-content/uploads/2024/09/foggy-longbritches-folk-festival-2025-featured-e1725994304781-1480x832.jpg,2025-01-24,2025-01-26,Sparacia Witherell Family Winery & Vineyards,jambase:12774335,https://www.jambase.com/venue/sparacia-witherell-family-winery-vineyards,21509 Snow Hill Road,Brooksville,34601,US,United States,America/New_York,28.6496,-82.3737
Festival,Festival One,jambase:12729769,https://www.jambase.com/festival/festival-one-2025,https://www.jambase.com/wp-content/uploads/2024/08/423716334_424805469878747_1450458683962281785_n-1480x832.jpg,2025-01-24,2025-01-27,Hartford,jambase:8000405,https://www.jambase.com/venue/hartford,209 Whitehall Road,Karapiro,3496,NZ,New Zealand,Pacific/Auckland,-37.8978,175.577
Festival,One Love Festival New Zealand,jambase:12607459,https://www.jambase.com/festival/one-love-festival-new-zealand-2025,https://www.jambase.com/wp-content/uploads/2021/11/one-love-nz-2022-featured-1480x832.jpg,2025-01-25,2025-01-26,Tauranga Domain,jambase:7339527,https://www.jambase.com/venue/tauranga-domain,91 Cameron Rd.,Tauranga,3110,NZ,New Zealand,Pacific/Auckland,-37.6822,176.1659
Festival,HTID,jambase:13384075,https://www.jambase.com/festival/htid-2025,https://www.jambase.com/wp-content/uploads/2023/11/htid-2024-featured-e1698936835587-1480x832.jpg,2025-01-25,2025-01-25,Sydney Showground,jambase:324075,https://www.jambase.com/venue/sydney-showground, Showground Road,Sydney Olympic Park,2127,AU,Australia,Australia/Sydney,-33.8475,151.0679
Festival,GMO Sonic,jambase:12942136,https://www.jambase.com/festival/gmo-sonic-2025,https://www.jambase.com/wp-content/uploads/2024/10/gmo-sonic-2025-featured-e1728493091238-1480x832.jpg,2025-01-25,2025-01-26,Saitama Super Arena,jambase:673414,https://www.jambase.com/venue/saitama-super-arena, 2-27 Kami-ochiai,Saitama,330-0081,JP,Japan,Asia/Tokyo,35.8938,139.6335
Festival,Sneeuwbal Festival,jambase:13384099,https://www.jambase.com/festival/sneeuwbal-festival-2025,https://www.jambase.com/wp-content/uploads/2024/11/sneeuwbal-winterfestival-2025-featured-e1732888499509-1480x832.png,2025-01-25,2025-01-25,Park Transwijk,jambase:6730603,https://www.jambase.com/venue/park-transwijk,Vreugdenhillaan 31,Utrecht,3526 ZB,NL,Netherlands,Europe/Amsterdam,52.0693,5.1043
Festival,The Rock Boat XXIV,jambase:12595916,https://www.jambase.com/festival/the-rock-boat-xxiv-2025,https://www.jambase.com/wp-content/uploads/2024/07/rock-the-boat-xxiv-2025-featured-e1722360816717-1480x832.png,2025-01-26,2025-01-31,Port of Miami,jambase:326040,https://www.jambase.com/venue/port-of-miami,1015 N America Way,Miami,33132,US,United States,America/New_York,25.7849,-80.1896
Festival,Soul Train Cruise,jambase:12476794,https://www.jambase.com/festival/soul-train-cruise-2025,https://www.jambase.com/wp-content/uploads/2024/07/soul-train-cruise-2025-featured-e1720283997819-1480x832.jpg,2025-01-26,2025-02-02,Port of Fort Lauderdale,jambase:8837228,https://www.jambase.com/venue/port-of-fort-lauderdale,1523 NE 26th Ave,Fort Lauderdale,33304,US-FL,Florida,US,America/New_York,34
Festival,Legendary Rhythm & Blues Cruise #42 Eastern Caribbean,jambase:11167593,https://www.jambase.com/festival/legendary-rhythm-blues-cruise-42-eastern-caribbean-2025,https://www.jambase.com/wp-content/uploads/2023/10/lrbc42-webgraphic-final-e1697569875568-1480x832.jpg,2025-01-26,2025-02-02,Port Everglades Cruise Port,jambase:2885137,https://www.jambase.com/venue/port-everglades-cruise-port,1850 Eller Drive,Fort Lauderdale,33316,US-FL,Florida,US,America/New_York,34
Festival,The Jazz Cruise,jambase:11751116,https://www.jambase.com/festival/the-jazz-cruise-2025,https://www.jambase.com/wp-content/uploads/2023/01/screen-shot-2023-01-13-at-12-15-10-pm-e1673630174232-1480x832.png,2025-01-28,2025-02-04,Port of Miami,jambase:326040,https://www.jambase.com/venue/port-of-miami,1015 N America Way,Miami,33132,US-FL,Florida,US,America/New_York,34
Festival,Phish: Riviera Maya,jambase:12393242,https://www.jambase.com/festival/phish-riviera-maya-2025,https://www.jambase.com/wp-content/uploads/2024/06/phish-riviera-maya-2025-featured-1480x832.jpg,2025-01-29,2025-02-01,Moon Palace Golf & Spa Resort,jambase:422485,https://www.jambase.com/venue/moon-palace-golf-spa-resort,Cancún - Chetumal Km 340,Cancún,77500,,,MX,America/Mexico_City,
Festival,70000 Tons Of Metal,jambase:12600013,https://www.jambase.com/festival/70000-tons-of-metal-2025,https://www.jambase.com/wp-content/uploads/2023/09/screenshot-2023-09-29-at-5-51-44-pm-e1696024435515-1480x832.png,2025-01-30,2025-02-03,Port of Miami,jambase:326040,https://www.jambase.com/venue/port-of-miami,1015 N America Way,Miami,33132,US-FL,Florida,US,America/New_York,34
Festival,Ice Dance Music Fest,jambase:13027187,https://www.jambase.com/festival/ice-dance-music-fest-2025,https://www.jambase.com/wp-content/uploads/2024/10/ice-dance-music-festival-2025-featured-e1729700446758-1480x832.jpg,2025-01-30,2025-02-01,Hilton Appleton Paper Valley,jambase:11178251,https://www.jambase.com/venue/hilton-appleton-paper-valley,333 West College Avenue,Appleton,54911,US-WI,Wisconsin,US,America/Chicago,73
Festival,The 90s Cruise,jambase:11442642,https://www.jambase.com/festival/the-90s-cruise-2025,https://www.jambase.com/wp-content/uploads/2023/12/the-90s-cruise-2024-featured-e1703252243535-1480x832.png,2025-01-31,2025-02-05,Port of Tampa,jambase:2874638,https://www.jambase.com/venue/port-of-tampa,Tampa Cruise Terminal,Tampa,33602,US-FL,Florida,US,America/New_York,28
Festival,Ocaso Underground Music Festival,jambase:12722502,https://www.jambase.com/festival/ocaso-underground-music-festival-2025,https://www.jambase.com/wp-content/uploads/2019/12/ocasofestival2020-1480x832.jpg,2025-01-31,2025-02-01,The Park At Ocean Ranch,jambase:12722605,https://www.jambase.com/venue/the-park-at-ocean-ranch, Místico Beach Town and Resort,Quebrada Amarilla,61101,,,CR,America/Costa_Rica,
Festival,Olympia Funk Festival,jambase:12783719,https://www.jambase.com/festival/olympia-funk-festival-2025,https://www.jambase.com/wp-content/uploads/2024/09/save_the_date_graphic-1480x832.png,2025-01-31,2025-02-02,Capitol Theater,jambase:62364,https://www.jambase.com/venue/capitol-theater-olympia-wa-us,206 Fifth Avenue SE,Olympia,98501,US-WA,Washington,US,America/Los_Angeles,12
Festival,Dimension Festival,jambase:13333463,https://www.jambase.com/festival/dimension-festival-2025,https://www.jambase.com/wp-content/uploads/2021/12/dimension-16-x-9-e1668269231473-1480x832.jpg,2025-01-31,2025-02-03,Dimension Festival,jambase:8174826,https://www.jambase.com/venue/dimension-festival-2,929 Waimatenui Road,Nukutawhiti,,,,NZ,Pacific/Auckland,
Festival,Space Odyssey,jambase:13384140,https://www.jambase.com/festival/space-odyssey-2025,https://www.jambase.com/wp-content/uploads/2024/11/space-odyssey-2025-featured-e1732892286684-1480x832.jpg,2025-01-31,2025-02-02,Arena Ciudad De Mexico,jambase:70611,https://www.jambase.com/venue/arena-ciudad-de-mexico,Av. de las Granjas 800,Mexico City,02230,,,MX,America/Mexico_City,
Festival,Origin Festival,jambase:12729886,https://www.jambase.com/festival/origin-festival-2025,https://www.jambase.com/wp-content/uploads/2024/08/screenshot-2024-08-29-at-2-19-50pm-e1724955671853-1480x832.png,2025-01-31,2025-02-02,Elandskloof Farm Cottages,jambase:6258272,https://www.jambase.com/venue/elandskloof-farm-cottages,Helderstroom Road,Helderstroom,7230,,,ZA,Africa/Johannesburg,
Festival,UllrGrass,jambase:13047455,https://www.jambase.com/festival/ullrgrass-2025,https://www.jambase.com/wp-content/uploads/2022/09/ulla-grass-2023-1480x832.jpg,2025-01-31,2025-02-02,Parfet Park,jambase:328286,https://www.jambase.com/venue/parfet-park,10th and Washington,Golden,80401,US-CO,Colorado,US,America/Denver,8
Festival,Sugarloaf Fire on the Mountain,jambase:13384130,https://www.jambase.com/festival/sugarloaf-fire-on-the-mountain-2025,https://www.jambase.com/wp-content/uploads/2024/11/sugarloaf-fire-on-the-mountain-2025-featured-e1732890898508-1480x832.png,2025-01-31,2025-02-01,Sugarloaf Mountain,jambase:13384133,https://www.jambase.com/venue/sugarloaf-mountain,5092 Access Rd,Carrabassett Valley,04947,US-ME,Maine,US,America/New_York,
Festival,Something in the Way,jambase:12861748,https://www.jambase.com/festival/something-in-the-way-2024,https://www.jambase.com/wp-content/uploads/2024/09/somthing-in-the-way-2025-featured-e1727354318527-1480x832.jpg,2025-02-01,2025-02-02,Roadrunner,jambase:8051008,https://www.jambase.com/venue/roadrunner,89 Guest Street,Boston,02135,US-MA,Massachusetts,US,America/New_York,7
Festival,Chris Botti at Sea,jambase:12600040,https://www.jambase.com/festival/chris-botti-at-sea-2025,https://www.jambase.com/wp-content/uploads/2024/07/chris-botti-at-sea-2025-featured-e1722430447767-1480x832.jpg,2025-02-04,2025-02-11,Port of Miami,jambase:326040,https://www.jambase.com/venue/port-of-miami,1015 N America Way,Miami,33132,US-FL,Florida,US,America/New_York,34
Festival,Emo’s Not Dead Cruise,jambase:12063794,https://www.jambase.com/festival/emos-not-dead-cruise-2025,https://www.jambase.com/wp-content/uploads/2024/04/emos-not-dead-cruise-2025-featured-e1713894634546-1480x832.png,2025-02-04,2025-02-08,Port of Miami,jambase:326040,https://www.jambase.com/venue/port-of-miami,1015 N America Way,Miami,33132,US-FL,Florida,US,America/New_York,34
Festival,Laneway Festival Auckland,jambase:12951740,https://www.jambase.com/festival/laneway-festival-auckland-2025,https://www.jambase.com/wp-content/uploads/2024/10/laneway-festival-2025-featured-e1728563602880-1480x832.jpg,2025-02-06,2025-02-06,Western Springs,jambase:427523,https://www.jambase.com/venue/western-springs,,Auckland,,,,NZ,Pacific/Auckland,
Festival,Up The Creek,jambase:12729996,https://www.jambase.com/festival/up-the-creek-2025,https://www.jambase.com/wp-content/uploads/2024/08/451108447_873366801482766_6380942931483000724_n-e1724956243507-1480x832.jpg,2025-02-06,2025-02-09,Up The Creek Festival Grounds,jambase:4762381,https://www.jambase.com/venue/up-the-creek-festival-grounds,Up the Creek Venue Camp,Swellendam,6740,,,ZA,Africa/Johannesburg,
Festival,Party In The Paddock,jambase:12729970,https://www.jambase.com/festival/party-in-the-paddock-2025,https://www.jambase.com/wp-content/uploads/2024/08/lead-post-e1724955981157-1480x832.jpg,2025-02-06,2025-02-09,Quercus Park,jambase:9440574,https://www.jambase.com/venue/quercus-park,415 Oaks Road,Carrick,7291,AU-TAS,Tasmania,AU,Australia/Hobart,
Festival,The Thunderdome,jambase:12965518,https://www.jambase.com/festival/the-thunderdome-2025,https://www.jambase.com/wp-content/uploads/2024/10/thunderdome-2025-featured-e1728911147188-1480x832.jpg,2025-02-07,2025-02-09,Tacoma Dome,jambase:62636,https://www.jambase.com/venue/tacoma-dome,2727 East D Street,Tacoma,98421,US-WA,Washington,US,America/Los_Angeles,12
Festival,Shipwrecked,jambase:12600071,https://www.jambase.com/festival/shipwrecked-2025,https://www.jambase.com/wp-content/uploads/2024/07/shipwrecked-festival-2025-featured-e1722431358453-1480x832.jpg,2025-02-07,2025-02-09,Te Arai,jambase:11354708,https://www.jambase.com/venue/te-arai,186 Atkins Road,Te Arai,0975,,,NZ,Pacific/Auckland,
Festival,UnKonscious Beach Festival,jambase:12822934,https://www.jambase.com/festival/unkonscious-beach-festival-2025,https://www.jambase.com/wp-content/uploads/2024/09/screenshot-2024-09-18-at-1-49-08pm-1480x832.png,2025-02-07,2025-02-10,Paradise Beach,jambase:4768329,https://www.jambase.com/venue/paradise-beach-phuket,"Muen-Ngern Road, Pa Tong",Phuket,,,,TH,Asia/Bangkok,
Festival,Laneway Festival Brisbane,jambase:12951719,https://www.jambase.com/festival/laneway-festival-brisbane-2025,https://www.jambase.com/wp-content/uploads/2024/10/laneway-festival-2025-featured-e1728563602880-1480x832.jpg,2025-02-08,2025-02-08,Brisbane Showgrounds,jambase:2835336,https://www.jambase.com/venue/brisbane-showgrounds,600 Gregory Terrace,Brisbane,4006,AU-QLD,Queensland,AU,Australia/Brisbane,
Festival,Boots on the Water,jambase:11979141,https://www.jambase.com/festival/boots-on-the-water-2025,https://www.jambase.com/wp-content/uploads/2024/04/boots-on-the-water-2025-featured-e1712586041564-1480x832.jpg,2025-02-08,2025-02-13,Port of Miami,jambase:326040,https://www.jambase.com/venue/port-of-miami,1015 N America Way,Miami,33132,US-FL,Florida,US,America/New_York,34
Festival,Dreamstate Sydney,jambase:12969072,https://www.jambase.com/festival/dreamstate-sydney-2025,https://www.jambase.com/wp-content/uploads/2023/09/dreamstate-sydney-2023-featured-e1695747342972-1480x832.jpg,2025-02-08,2025-02-08,Sydney Showground,jambase:324075,https://www.jambase.com/venue/sydney-showground, Showground Road,Sydney Olympic Park,2127,AU-NSW,New South Wales,AU,Australia/Sydney,
Festival,GroundUP Music Festival,jambase:12965531,https://www.jambase.com/festival/groundup-music-festival-2025,https://www.jambase.com/wp-content/uploads/2019/10/groundup2020-1480x832.jpg,2025-02-08,2025-02-09,Miami Beach Bandshell,jambase:370406,https://www.jambase.com/venue/miami-beach-bandshell,7275 Collins Avenue,Miami Beach,33141,US-FL,Florida,US,America/New_York,34
Festival,Hardmission Australia,jambase:12968995,https://www.jambase.com/festival/hardmission-australia-2025,https://www.jambase.com/wp-content/uploads/2024/10/hardmission-austrailia-2025-featured-e1728925900229-1480x832.jpg,2025-02-08,2025-02-08,Werribee Racecourse,jambase:9881510,https://www.jambase.com/venue/werribee-racecourse,2-10 Bulban Rd,Werribee,3030,AU-VIC,Victoria,AU,Australia/Melbourne,
Festival,Sound Waves Winter,jambase:11638445,https://www.jambase.com/festival/sound-waves-winter-2025,https://www.jambase.com/wp-content/uploads/2024/02/457795722_1034001011440764_3576310370833898878_n-e1727472191518-1480x832.jpg,2025-02-08,2025-02-08,Carlos Lopes Pavillion,jambase:9503109,https://www.jambase.com/venue/carlos-lopes-pavillion,16 Avenida Sidónio Pais,Lisbon,1070-051,,,PT,Europe/Lisbon,
Festival,Laneway Festival Sydney,jambase:12951702,https://www.jambase.com/festival/laneway-festival-sydney-2025,https://www.jambase.com/wp-content/uploads/2024/10/laneway-festival-2025-featured-e1728563602880-1480x832.jpg,2025-02-09,2025-02-09,Sydney Showground,jambase:324075,https://www.jambase.com/venue/sydney-showground, Showground Road,Sydney Olympic Park,2127,AU-NSW,New South Wales,AU,Australia/Sydney,
Festival,Dreamstate Melbourne,jambase:12969213,https://www.jambase.com/festival/dreamstate-melbourne-2025,https://www.jambase.com/wp-content/uploads/2023/09/dreamstate-sydney-2023-featured-e1695747342972-1480x832.jpg,2025-02-09,2025-02-09,Flemington Racecourse,jambase:669998,https://www.jambase.com/venue/flemington-racecourse,448 Epsom Rd,Flemington,3031,AU-VIC,Victoria,AU,Australia/Melbourne,
Festival,The Smooth Jazz Cruise 25.1,jambase:11638644,https://www.jambase.com/festival/the-smooth-jazz-cruise-25-1-2025,https://www.jambase.com/wp-content/uploads/2024/02/screenshot-2024-02-07-at-12-34-52pm-e1707327417238-1480x832.png,2025-02-11,2025-02-18,Port of Fort Lauderdale,jambase:8837228,https://www.jambase.com/venue/port-of-fort-lauderdale,1523 NE 26th Ave,Fort Lauderdale,33304,US-FL,Florida,US,America/New_York,34
Festival,Rock Legends Cruise XII,jambase:12476772,https://www.jambase.com/festival/rock-legends-cruise-xii-2025,https://www.jambase.com/wp-content/uploads/2022/11/309806327_4920080804758976_5335361495494494725_n-e1668341340338-1480x832.jpg,2025-02-13,2025-02-17,Port of Miami,jambase:326040,https://www.jambase.com/venue/port-of-miami,1015 N America Way,Miami,33132,US-FL,Florida,US,America/New_York,34
Festival,Sail Across the Sun,jambase:11168246,https://www.jambase.com/festival/sail-across-the-sun-2025,https://www.jambase.com/wp-content/uploads/2023/10/screenshot-2023-10-17-at-3-29-53pm-e1697571182308-1480x832.png,2025-02-13,2025-02-17,Port of Miami,jambase:326040,https://www.jambase.com/venue/port-of-miami,1015 N America Way,Miami,33132,US-FL,Florida,US,America/New_York,34
Festival,Palatka Bluegrass Festival,jambase:12942317,https://www.jambase.com/festival/palatka-bluegrass-festival-2025,https://www.jambase.com/wp-content/uploads/2024/10/palakta-bluegrass-festival-2025-featured-jpg-e1728494122845-1480x832.png,2025-02-13,2025-02-15,Rodeheaver’s Boys Ranch,jambase:400759,https://www.jambase.com/venue/rodeheavers-boys-ranch,380 Rodeheavers Boys Ranch Road,Palatka,32177,US-FL,Florida,US,America/New_York,55
Festival,Butik x Lighthouse Zanzibar,jambase:13384165,https://www.jambase.com/festival/butik-x-lighthouse-zanzibar-2025,https://www.jambase.com/wp-content/uploads/2024/11/butik-x-lighthouse-zanzibar-2025-featured-e1732893324918-1480x832.jpg,2025-02-13,2025-02-20,Why Not Club Jambo Zanzibar,jambase:11236431,https://www.jambase.com/venue/why-not-club-jambo-zanzibar,PGQP+6G2,Paje,,,,TZ,Africa/Dar_es_Salaam,
Festival,Laneway Festival Melbourne,jambase:12951684,https://www.jambase.com/festival/laneway-festival-melbourne-2025,https://www.jambase.com/wp-content/uploads/2024/10/laneway-festival-2025-featured-e1728563602880-1480x832.jpg,2025-02-14,2025-02-14,Flemington Racecourse,jambase:669998,https://www.jambase.com/venue/flemington-racecourse,448 Epsom Rd,Flemington,3031,AU-VIC,Victoria,AU,Australia/Melbourne,
Festival,Carnaval de Bahidora,jambase:13369624,https://www.jambase.com/festival/carnaval-de-bahidora-2025,https://www.jambase.com/wp-content/uploads/2024/11/carnaval-de-bahidora-2025-featured-e1732558903876-1480x832.jpg,2025-02-14,2025-02-16,Parque Natural Las Estacas,jambase:671794,https://www.jambase.com/venue/parque-natural-las-estacas,62770 Tlaltizapán,Morelos,,,,MX,America/Mexico_City,
Festival,CORE Medellin,jambase:13334913,https://www.jambase.com/festival/core-medellin-2025,https://www.jambase.com/wp-content/uploads/2024/02/420192304_921759225984490_5600265034335821614_n-e1708084436816-1480x832.jpg,2025-02-14,2025-02-15,Jardin Botanico De Medellin,jambase:428346,https://www.jambase.com/venue/jardin-botanico-de-medellin,Cl. 73 #51d14,Medellin,,,,CO,America/Bogota,
Festival,Reverze,jambase:13334263,https://www.jambase.com/festival/reverze-2025,https://www.jambase.com/wp-content/uploads/2024/11/reverze-2025-featured-1480x832.jpg,2025-02-14,2025-02-15,Sportpaleis Antwerpen,jambase:67856,https://www.jambase.com/venue/sportpaleis-antwerpen-antwerp-be,119 Schijnpoortweg,Antwerp,2170,,,BE,Europe/Brussels,
Festival,Jam Cruise 21,jambase:11934142,https://www.jambase.com/festival/jam-cruise-21-2025,https://www.jambase.com/wp-content/uploads/2024/03/jam-cruise-2025-featured-1480x832.jpg,2025-02-14,2025-02-19,MSC Divina,jambase:5414921,https://www.jambase.com/venue/msc-divina,1015 N America Way,Miami,33132,US-FL,Florida,US,America/New_York,34
Festival,Let It Roll Winter,jambase:13334893,https://www.jambase.com/festival/let-it-roll-winter-2025,https://www.jambase.com/wp-content/uploads/2023/10/let-it-roll-winter-2024-featured-e1731937383879-1480x832.png,2025-02-14,2025-02-15,O2 Universum,jambase:5914271,https://www.jambase.com/venue/o2-universum,Českomoravská 2345/17,Prague,190 00,,,CZ,Europe/Prague,
Festival,Block Heater,jambase:13342886,https://www.jambase.com/festival/block-heater-2025,https://www.jambase.com/wp-content/uploads/2022/11/screen-shot-2022-11-22-at-11-08-45-am-e1669133763310-1480x832.png,2025-02-14,2025-02-15,Festival Hall,jambase:65424,https://www.jambase.com/venue/festival-hall-calgary,1215 10 Ave SE,Calgary,T2G 0W6,CA-AB,Alberta,CA,America/Edmonton,
Festival,Riverboats Music Festival,jambase:13377295,https://www.jambase.com/festival/riverboats-music-festival-2025,https://www.jambase.com/wp-content/uploads/2024/11/riverboats-music-festival-2025-featured-e1732630862616-1480x832.jpg,2025-02-14,2025-02-16,Echuca Moama Tourism,jambase:11178911,https://www.jambase.com/venue/echuca-moama-tourism,2 Heygarth Street,Echuca,3564,AU-VIC,Victoria,AU,Australia/Sydney,
Festival,Sundancer Thailand,jambase:13384194,https://www.jambase.com/festival/sundancer-thailand-2025,https://www.jambase.com/wp-content/uploads/2022/01/sundancer-thailand-2022-1480x832.jpg,2025-02-14,2025-02-14,PP Princess Resort,jambase:6385141,https://www.jambase.com/venue/pp-princess-resort,103 Phi Phi Island,Ao Nang,81000,,,TH,Asia/Bangkok,
Festival,Gasparilla Music Festival,jambase:13026051,https://www.jambase.com/festival/gasparilla-music-festival-2025,https://www.jambase.com/wp-content/uploads/2024/10/gasparilla-music-festival-2025-e1729692373154-1480x832.jpg,2025-02-14,2025-02-16,Julian B. Lane Riverfront Park,jambase:7585185,https://www.jambase.com/venue/julian-b-lane-riverfront-park,1001 N. Boulevard,Tampa,33606,US-FL,Florida,US,America/New_York,28
Festival,Big Turn Music Festival,jambase:12783971,https://www.jambase.com/festival/big-turn-music-festival-2025,https://www.jambase.com/wp-content/uploads/2024/09/449258137_974932461307252_1095415955801440327_n-e1726086300878-1480x832.png,2025-02-14,2025-02-15,The Sheldon Theatre,jambase:365469,https://www.jambase.com/venue/the-sheldon-theatre,443 West 3rd Street,Red Wing,55066,US-MN,Minnesota,US,America/Chicago,13
Festival,Karacus Marakus Festival,jambase:12823177,https://www.jambase.com/festival/karacus-marakus-festival-2025,https://www.jambase.com/wp-content/uploads/2024/09/442504586_10229693320289969_3572192060545730875_n-e1726684221973-1480x832.jpg,2025-02-14,2025-02-19,Vagator Beach,jambase:11298061,https://www.jambase.com/venue/vagator-beach-2,Vagator Beach,Vagator,403519,,,IN,Asia/Kolkata,
